headword	grammar	genitive	etymology
ἀδελφο-μιξία	ἡ		
ἀδελφό-παις	ὁ	παιδος	
ἀδελφότης	ἡ	ητος	
ἀδέμνιος	ον		
ἄδενδρος	ον		
ἀδενοειδής	ές		ἀδήν
ἀδέξιος	ον		
ἀδερκ-ής	ές		
ἄδερκ-τος	ον		δέρκομαι
ἀδέρματος	ον		
ἄδερμος	ον		
ἀδέσμ-ευτος	ον		
ἀδέσμ-ιος	ον		
ἄδεσμ-ος	ον		
ἀδέσποτος	ον		
ἄδετος	ον		δέω
ἀδεύητος	ον		
ἀδευκής	ές		
ἀδέψητος	ον		δεψέω
ἀδήϊος	ον		
ἄδηκτος	ον		δάκνω
ἀδήλ-ητος	ον		δηλέομαι
ἀδηλ-ία	ἡ		
ἄδηλ-ος	ον		
ἀδηλ-ότης	ἡ	ητος	
ἀδηλ-όφλεβος	ον		
ἅδημα	τό		cod. ἀδήμας
ἀδημιούργητος	ον		
ἀδημοκράτητος	ον		
ἀδημονία	ἡ		
ἄδημος	ον		
ἀδημοσύνη	ἡ		
ἀδήμων	ον		
ἀδήν	ἡ	ένος	ἁδ- Hdn.Gr.2.922
ἀδηνής	ές		δῆνος
ἄδηρις	ὁ	ιος	
ἀδήρι-τος	ον		
ἀδη-φᾰγία	ἡ		
ἀδη-φάγος	ον		ἅδην
ἀδήωτος	ον		
ἀδιά-βᾰτος	ον		
ἀδια-βεβαίωτος	ον		
ἀδια-βίβαστος	ον		
ἀδιά-βλητος	ον		
ἀδιά-βολος	ον		
ἀδιά-γλυπτος	ον		
ἀδιά-γλυφος	ον		
ἀδιά-γνωστος	ον		
ἀδι-άγωγος	ον		
ἀδιά-δοχος	ον		
ἀδιά-δραστος	ον		
ἀδιά-ζευκτος	ον		
ἀδιά-θετος	ον		
ἀδιαίρετος	ον		
ἀδια-κίνητος	ον		
ἀδιά-κλειστος	ον		
ἀδια-κόνητος	ον		
ἀδιακόντιστος	ον		
ἀδιά-κοπος	ον		
ἀδια-κόρευτος	ον		
ἀδια-κόσμητος	ον		
ἀδια-κρισία	ἡ		
ἀδιά-κρῐτος	ον		
ἀδιά-λειπτος	ον		
ἀδιά-λεκτος	ον		
ἀδιά-ληπτος	ον		
ἀδιάλλακτος	ον		
ἀδια-λόγιστος	ον		
ἀδιά-λῠτος	ον		
ἀδι-αμάρτητος	ον		
ἀδια-μέριστος	ον		
ἀδια-μόρφωτος	ον		
ἀδια-νέμητος	ον		
ἀδια-νοησία	ἡ		
ἀδια-νόητος	ον		
ἀδίαντος	ον		διαίνω
ἀδιά-ξεστος	ον		
ἀδια-πάτητος	ον		
ἀδιά-παυστος	ον		
ἀδιά-πεπτος	ον		
ἀδιά-πλαστος	ον		
ἀδια-πνευστία	ἡ		
ἀδιά-πνευστος	ον		διαπνέω
ἀδια-πόνητος	ον		
ἀδια-πόρευτος	ον		
ἀδιά-πταιστος	ον		
ἀδια-πτωσία	ἡ		
ἀδιά-πτωτος	ον		
ἀδί-αρθρος	ον		
ἀδι-άρθρωτος	ον		
ἀδια-ρίπιστος	ον		
ἀδιά-ρρευστος	ον		
ἀδιά-ρρηκτος	ον		
ἀδιά-ρροια	ἡ		
ἀδιά-σειστος	ον		
ἀδια-σκέδαστος	ον		
ἀδιά-σκευος	ον		
ἀδιά-σκοπος	ον		
ἀδιά-σπαστος	ον		
ἀδιά-σταλτος	ον		
ἀδια-στασία	ἡ		
ἀδιά-στᾰτος	ον		
ἀδιά-στικτος	ον		
ἀδιά-στολος	ον		
ἀδιά-στομος	ον		διὰ στόμα
ἀδιά-στροφος	ον		
ἀδιά-σφαλτος	ον		
ἀδιά-σχιστος	ον		
ἀδιά-σωστος	ον		
ἀδιά-τακτος	ον		
ἀδιά-τμητος	ον		
ἀδιά-τρεπτος	ον		
ἀδια-τρεψία	ἡ		
ἀδια-τύπωτος	ον		
ἀδίαυλος	ον		
ἀδιά-φθαρτος	ον		
ἀδιά-φθορος	ον		
ἀδια-φόρητος	ον		
ἀδια-φορία	ἡ		
ἀδιά-φορος	ον		
ἀδιά-φρακτος	ον		
ἀδιά-χῠτος	ον		διαχέω
ἀδια-χώρητος	ον		
ἀδια-χώριστος	ον		
ἀδιά-ψευστος	ον		
ἀδίδακτος	ον		
ἀδι-έγγυος	ον		
ἀδι-έκβατος	ον		
ἀδι-έκδῠτος	ον		
ἀδι-έξακτος	ον		
ἀδι-εξέργαστος	ον		
ἀδι-εξέταστος	ον		
ἀδι-εξήγητος	ον		
ἀδι-εξίτητος	ον		διέξειμι
ἀδι-εξόδευτος	ον		
ἀδι-έξοδος	ον		
ἀδι-έργαστος	ον		
ἀδι-ερεύνητος	ον		
ἀδι-ευκρίνητος	ον		
ἀδι-εχής	ές		
ἀδι-ήγητος	ον		
ἀδι-ήθητος	ον		
ἀδῐκαίαρχος	ον		
ἀδῐκαιοδότητος	ον		
ἀδίκαστος	ον		
ἀδίκευσις	ἡ	εως	
ἀδίκ-ημα	τό	ατος	ἀδικέω
ἀδικ-ητής	ὁ		
ἀδικ-ία	ἡ		
ἀδίκ-ιον	τό		
ἀδῐκο-δοξία	ἡ		
ἀδῐκο-κρισία	ἡ		
ἀδῐκο-μᾰχία	ἡ		
ἀδῐκό-μαχος	ον		
ἀδῐκο-μήχᾰνος	ον		
ἀδῐκο-πήμων	ον		
ἀδῐκο-πράγημα	τό		
ἀδῐκο-πρᾱγής	ές		
ἄδῐκος	ον		δίκη
ἀδῐκό-τροπος	ον		
ἀδῐκό-χειρ	ὁ	χειρος	
ἀδῐκο-χρήματος	ον		
ἅδιξις	ἡ		
ἀδι-όδευτος	ον		
ἀδι-οικησία	ἡ		
ἀδι-οίκητος	ον		
ἀδί-οπος	ον		
ἀδι-όρᾱτος	ον		
ἀδι-οργάνωτος	ον		
ἀδι-όρθωτος	ον		
ἀδι-οριστία	ἡ		
ἀδι-όριστος	ον		
ἀδιπλ-ασίαστος	ον		
ἀδίπλ-ωτος	ον		
ἀδίστακτος	ον		
ἀδιύλιστος	ον		διῡλίζω
ἀδίχαστος	ον		δῐχάζω
ἄδιψ-ος	ον		
ἀδίωκτος	ον		
ἀδιώμοτος	ον		
ἀδμ-ής	ὁ	ῆτος	
ἀδμ-ῆτις	ἡ	ιδος	
ἄδμ-ητος	ον		
ἀδμολίη	ἡ		ἀδ-μωλ-ίη Suid.
ἀδμωλή	ἡ		
Ἁιδοβάτης	ὁ	ου	
ἀδόκητος	ον		
ἀδοκίμ-αστος	ον		
ἀδόκιμ-ος	ον		
ἀδο-λέσχης	ὁ	ου	
ἀδο-λεσχία	ἡ		
ἀδό-λεσχος	ον		
ἀδολίευτος	ον		
ἄδολος	ον		
ἀδόνητος	ον		δονέω
ἀδονίς	ἡ		
ἀδόξαστος	ον		
ἀδόξ-ημα	τό	ατος	
ἀδοξ-ία	ἡ		
ἀδοξ-οποίητος	ον		
ἄδοξ-ος	ον		
ἄδορος	ον		δέρω
ἄδορπος	ον		
ἀδορῠφόρητος	ον		
ἅδος	ὁ		
ἄδοτος	ον		
ἀδουλαγώγητος	ον		
ἀδούλ-ευτος	ον		
ἀδουλ-ία	ἡ		
ἄδουλ-ος	ον		
ἀδούλ-ωτος	ον		
ἀδούπητος	ον		
ἀδρᾰκής	ές		
ἀδράν-εια	ἡ		
ἀδράν-εος	ον		
ἀδραν-ής	ές		δραίνω
Ἀδράστεια	ἡ		ἀ- priv., διδράσκω
ἄδραστος	ον		
ἄδρᾱτος	ον		δράω
ἀδράφαξυς	ἡ		
ἀδρέπᾰνος	ον		
ἁδρεπήβολος	ον		ἁδρός
ἄδρεπτος	ον		
Ἀδρίας	ὁ	εω	
ἁδρό-βωλος	ον		
ἁδρο-γραφία	ἡ		
ἁδρο-κέφαλος	ον		
ἁδρο-μερής	ές		
ἁδρόμισθος	ον		
ἄδρομος	ον		
ἁδροπόρος	ον		
ἀδροσία	ἡ		δρόσος
ἁδροσύνη	ἡ		ἁδρός
ἁδρόσφαιρος	ον		
ἁδροτής	ἡ	ῆτος	
ἁδρό-χωρον	τό		
ἀδρυάς	ἡ	άδος	ἀ- copul., δρῦς
ἅδρ-υνσις	ἡ	εως	
ἄδρυπτος	ον		δρύπτω
ἀδρύφακτος	ον		
ἀδῠνᾰμ-ία	ἡ		
ἀδύ̆νᾰμ-ος	ον		
ἀδῠνᾰσία	ἡ		
ἀδύ̆νᾰτ-ος	ον		
ἀδυσώπητος	ον		
ἄδῠτος	ον		δύω
ἀδώμητος	ον		δωμάω
ἀδών	ἡ	όνος	
Ἄδων	ὁ	ωνος	
Ἀδων-αία	ἡ		
Ἀδών-ειος	ον		
Ἀδων-ιάς	ἡ	άδος	
Ἀδων-ιασμός	ὁ	οῦ	
Ἀδών-ιος	ὁ		
Ἄδων-ις	ὁ		also ιος Pherecr.198
ἀδώρ-ητος	ον		
ἀδωρ-ία	ἡ		
ἀδωρο-δόκητος	ον		
ἀδωρο-δοκία	ἡ		
ἀδωρο-δόκος	ον		
ἀδωρό-ληπτος	ον		
ἄδωρος	ον		
ἀδωσι-δικία	ἡ		
ἀδωσί-δικος	ον		
ἀδώτης	ὁ	ου	
ἄεδν-ος	ον		
ἀέδν-ωτος	ον		ἑδνόω
ἀέθλιος	ον		
ἀεθλοθέτης	ὁ	ου	
ἄεθλον	τό		
ἀεθλο-νῑκία	ἡ		
ἀεθλο-σύνη	ἡ		
ἀεθλο-φόρος	ον		
ἀει-βλαστής	ές		
ἀει-βλάστησις	ἡ	εως	
ἀεί-βολος	ον		βάλλω
ἀει-βρυής	ές		βρύω
ἀει-γενεσία	ἡ		
ἀει-γενέτης	ὁ	ου	
ἀει-γενής	ές		
ἀει-γένητος	ον		
ἀει-γεννητής	ὁ	οῦ	
ἀει-γλεῦκος	τό		
ἀεί-γνητος	ον		
ἀεί-δασμος	ον		
ἀ-ειδέλιος	ον		
ἀ-είδελος	ον		*ϝείδω
ἀ-ειδής	ές		εἶδος
ἀ-ειδία	ἡ		ἀειδής 2
ἀειδίνητος	ον		
ἀείδιος	ον		
ἀει-δουλεία	ἡ		
ἀει-δράστεια	ἡ		
ἀει-εστώ	ἡ		
ἀει-ζωής	ές		
ἀει-ζωία	ἡ		
ἀεί-ζωος	ον		
ἀεί-ζωτος	ον		
ἀει-ζώων	ον		
ἀει-θᾰλής	ές		
ἀει-θᾰνής	ές		
ἀει-θερής	ές		θέρω
ἀεί-θουρος	ον		
ἀει-θρύλητος	ον		
ἀεί-καρπος	ον		
ἀ-εικέλιος	ον		
ἀ-εικής	ές		Att. αἰκής, q.v.
ἀει-κῑνησία	ἡ		
ἀει-κίνητος	ον		
ἀείκλαυτος	ον		
ἀεί-κωμος	ον		
ἀεί-λᾰλος	ον		
ἀει-λαμπής	ές		
ἀει-λογία	ἡ		
ἄειλος	ον		εἵλη
ἀεί-μαργος	ον		
ἀει-μετάβλητος	ον		
ἀει-μεταβόλος	ον		
ἀει-μνημόνευτος	ον		
ἀει-μνήμων	ον		
ἀεί-μνηστος	ον		
ἀει-νᾰής	ές		
ἀεί-ναος	ον		
ἀει-πᾰθής	ές		
ἀει-παλής	ές		
ἀει-πάρθενος	ἡ		
ἀεί-πλᾰνος	ον		
ἀεί-ροος	ον		
ἀεί-ρῠτος	ον		
ἀει-σιτία	ἡ		
ἀεί-σι-τος	ον		
ἄεισμα	τό		
ἀείστροφος	ον		
ἀείτας	ὁ	α	
ἀειτελής	ές		
ἀει-φᾰνής	ές		
ἀει-φεγγής	ές		
ἀει-φόρος	ον		
ἀεί-φρουρος	ον		
ἀει-φῠγία	ἡ		
ἀει-φύλακτος	ον		
ἀει-φυλλία	ἡ		
ἀεί-φυλλος	ον		
ἀεί-χλωρος	ον		
ἀει-χρόνιος	ον		
ἀεί-χρυσον	τό		
ἀεκαζόμενος	ον		
ἀεκήλιος	ον		
ἀέλικτος	ον		
ἀέλιος	ὁ		
ἀελλαῖος	ον		
ἀελλάς	ἡ	άδος	
ἀελλό-θριξ	ὁ	τριχος	
ἀελλο-μάχος	ον		
ἀελλό-πος	ὁ	ποδος	
ἀελλός	ὁ		
Ἀελλώ	ἡ		ἄελλα
ἀελπ-ής	ές		
ἀελπ-τία	ἡ		
ἄελπ-τος	ον		
ἄεμμα	τό		
ἀε-ναής	ές		
ἀέ-νᾰος	ον		νάω Α
ἀε-νάων	ον		
ἀεξί-βιος	ον		
ἀεξί-γυιος	ον		
ἀεξί-νοος	ον		
ἀεξί-τοκος	ον		
ἀεξί-τροφος	ον		
ἀεξί-φυλλος	ον		
ἀεξί-φῠτος	ον		
ἄεπτος	ον		ἕπομαι
ἀεργ-ία	ἡ		
Ἀερία	ἡ	ης	
ἀερ-ικόν	τό		
ἀέρ-ῐνος	ον		
ἀερίοικος	ον		
ἀέριος	ον		
ἀερῖτις	ἡ		
ἄερκτος	ον		ἔργω, εἴργω
ἀερο-βαθής	ές		
ἀερο-βάτης	ὁ	ου	
ἀερο-δόνητος	ον		
ἀερο-δρόμος	ον		
ἀερο-ειδής	ές		
ἀερο-λέσχης	ὁ	ου	
ἀερο-μαντεία	ἡ		
ἀερό-μαντις	ὁ		
ἀερο-μᾰχία	ἡ		
ἀερό-μελι	τό	ιτος	
ἀερο-μέτρητος	ον		
ἀερο-μῐγής	ές		
ἀερο-νηχής	ές		νήχομαι
ἀερο-πετής	ές		πίπτω
ἀερό-πλᾰνος	ον		
ἀερο-πόρος	ον		
ἀερο-ριφής	ές		
ἀερο-σκοπία	ἡ		
ἀερό-τονος	ον		
ἀερο-φόβος	ον		
ἀερο-φοίτητος	ον		
ἀερό-φοιτος	ον		
ἀερο-φόρητος	ον		
ἀερο-φυής	ές		i.e. γῆ
ἀέροψ	ὁ	οπος	
ἀερσί-λοφος	ον		
ἀερσί-μαχος	ον		
ἀερσί-νοος	ον		
ἀερσι-πόδης	ὁ	ου	
ἀερσι-πόρος	ον		
ἀερσι-πότης	ὁ	ου	
ἀερσι-πότητος	ον		
ἀερσί-πους	ὁ		
ἀέρωσις	ἡ		
ἀεσι-φροσύνη	ἡ		
ἀεσί-φρων	ον		
ἀέτειος	ον		ἀετός
ἀετής	ές		
ἀετῐδεύς	ὁ	έως	
ἀετίτης	ὁ		
ἀετογενής	ές		
ἀετοφόρος	ὁ		
ἀέτωμα	τό		
ἀετώνυχον	τό		
ἀετώσιος	ον		
ἀέτωσις	ἡ	εως	
ἀέχεια	ἡ		
ἄζα	ἡ		
ἀζᾰλέος	ον		
Ἀζανία	ἡ		
ἀζανίτης	ὁ		
ἀζατά	ἡ		
ἀζαχής	ές		
ἄζεστος	ον		ζέω
ἄζευκτος	ον		
ἀζεχής	ές		cf. ἀζηχής
ἀζηλία	ἡ		
ἄζηλος	ον		
ἀζηλο-τύπητος	ον		
ἀζηλό-τῠπος	ον		
ἀζήλωτος	ον		
ἀζήμιος	ον		
ἀζημίωτος	ον		
ἀζῆρις	ἡ		ἀζηλίς Poll.1.143
Ἀζησία	ἡ		
ἀζήτητος	ον		
ἀζηχής	ές		prob. for ἀ-δια(σ
ἆζος	ὁ		
ἄζος	ον		
Ἀζόσιος	ὁ		sc. μήν
ἀζῠγής	ές		
ἄζῠγος	ον		
ἄζῡμος	ον		
ἄζυξ	ὁ	ῠγος	ζεύγνυμι
ἀζωΐα	ἡ		
ἄζωνος	ον		
ἄζωος	ον		ζωή
ἄζωστος	ον		ζώννυμι
ἄζωτος	ον		
ἀηδ-ής	ές		ἦδος
ἀηδ-ία	ἡ		
ἀηδ-ισμός	ὁ		
ἀηδονία	ἡ		
ἀηδ-ονιδεύς	ὁ	έως	
ἀηδ-όνιον	τό		
ἀηδ-όνιος	ον		
ἀηδ-ονίς	ἡ	ίδος	
ἀήδονος	ον		
ἀήθ-εια	ἡ		ἀήθης
ἀηθ-ία	ἡ		
ἄημα	τό		
ἄησις	ἡ	εως	ἄημι
ἀήσσητος	ον		
ἀήσῠρος	ον		ἄημι
ἀήτη	ἡ		
ἀήτης	ὁ	ου	ἄω, ἄημι
ἄητος	ον		
ἄηχος	ον		
ἀθᾰλάμευτος	ον		
ἀθᾰλάσσ-ευτος	ον		
ἀθᾰλασσ-ία	ἡ		
ἀθά̆λασσ-ος	ον		
ἀθᾰλάσσ-ωτος	ον		θαλασσόω
ἀθᾰλής	ές		
ἀθαλπής	ές		
ἀθαμβ-ής	ές		
ἀθάμβ-ητος	ον		
ἀθαμβ-ία	ἡ		
ἄθαμβ-ος	ον		
ἀθᾰνᾰσία	ἡ		
ἀθᾰνᾰτ-ισμός	ὁ		
ἀθά̆νᾰτ-ος	ον		
ἀθᾰνής	ές		
ἄθαπτος	ον		
ἀθάρη	ἡ		not ἀθάρα, Moer.184, cf. Hdn.Gr.1.340
ἀθαρσής	ές		
ἀθαυμ-αστία	ἡ		
ἀθαύμ-αστος	ον		
ἀθεάμων	ον		
ἀθέᾱτος	ον		
ἀθεησίη	ἡ		
ἀθεΐα	ἡ		
ἀθείαστος	ον		
ἀθειρής	ές		
ἀθελγ-ής	ές		
ἀθελγ-ία	ἡ		
ἀθέλ-εος	ον		θέλω
ἀθέλ-ητος	ον		
ἄθελκτος	ον		
ἀθελξίνοος	ον		
ἀθεμείλιος	ον		
ἀθεμελίωτος	ον		
ἄθεμ-ις	ὁ	ιτος	
ἀθεμ-ιστία	ἡ		
ἀθεμ-ίστιος	ον		
ἀθέμ-ιστος	ον		
ἀθεμιτο-γαμία	ἡ		
ἀθεμιτο-μιξία	ἡ		
ἀθεμιτ-ουργία	ἡ		
ἀθεμιτο-φάγος	ον		
ἄθεος	ον		
ἄθεος	ον		
ἀθεότης	ἡ	ητος	
ἀθεραπ-εία	ἡ		
ἀθεραπ-ευσία	ἡ		
ἀθεράπ-ευτος	ον		
ἀθερηίς	ἡ	ίδος	
ἀθερής	ές		
ἀθερίνη	ἡ		
ἀθέριστος	ον		
ἀθέρμ-αντος	ον		
ἄθερμ-ος	ον		
ἀθερολόγιον	τό		
ἀθέρωμα	τό		
ἀθεσία	ἡ		
ἀθεσμία	ἡ		
ἀθέσμιος	ον		
ἀθεσμό-βιος	ον		
ἀθεσμό-λεκτρος	ον		
ἄθεσμος	ον		
ἀθεσμοφάγος	ον		
ἄθεστος	ον		θέσσασθαι
ἀθέσφᾰτος	ον		
ἀθέτ-ημα	τό		
ἀθετ-ήσιμος	ον		
ἀθέτ-ησις	ἡ		
ἀθέτ-ητος	ον		
ἄθετ-ος	ον		τίθημι
ἀθεωρ-ησία	ἡ		
ἀθεώρ-ητος	ον		
ἀθήητος	ον		
ἀθήλαστος	ον		θηλή
ἀθηλής	ές		
ἄθηλος	ον		
ἀθήλυντος	ον		
Ἀθήν-αιον	τό		Ἀθηνᾶ
Ἀθην-αῖος	ον		
Ἀθην-αιότης	ἡ	τητος	
Ἀθήνη	ἡ		
ἀθήρ	ὁ	έρος	
ἀθήρα	ἡ		
ἀθήρ-ᾱτος	ον		
ἀθήρ-ευτος	ον		
ἀθηρηλοιγός	ὁ		ἀθήρ
ἀθηρία	ἡ		
ἀθηρόβρωτος	ον		ἀθήρ
ἀθηροπώλης	ὁ		
ἄθηρος	ον		
ἀθήρ-ωμα	τό	ατος	
ἀθηρ-ωμάτιον	τό		
ἀθησαύριστος	ον		
ἀθήτευτος	ον		
ἀθῐγής	ές		θιγεῖν
ἄθικτος	ον		
ἄθλαστος	ον		
ἄθλ-ημα	τό		
ἄθλ-ησις	ἡ		
ἀθλ-ητήρ	ὁ	ῆρος	
ἄθλητος	ον		
ἀθλῐβής	ές		
ἄθλιβος	ον		
ἄθλιος	ον		
ἀθλιότης	ἡ	ητος	
ἄθλιπτος	ον		θλίβω
ἀθλο-θεσία	ἡ		
ἀθλο-θετήρ	ὁ	ῆρος	
ἀθλο-θέτης	ὁ	ου	
ἆθλον	τό		
ἆθλος	ὁ		
ἀθλοσύνη	ἡ		
ἀθλοφόρος	ον		
ἄθολ-ος	ον		
ἀθόλ-ωτος	ον		
ἄθορος	ον		θορεῖν
ἀθορύβ-ητος	ον		
ἀθόρυβ-ος	ον		
ἀθραγένη	ἡ		
ἄθρακτος	ον		θράσσω
ἀθράνευτος	ον		
ἀθράσυντος	ον		
ἄθραυστος	ον		
ἄθρεπτος	ον		
ἀθρήνητος	ον		
ἀθρίγγωτος	ον		
ἄθριξ	ὁ	τρῐχος	
ἀθρῑπήδεστος	ον		
ἄθροισις	ἡ	εως	
ἄθροισμα	τό		
ἀθροισμός	ὁ		
ἀθροοποσία	ἡ		
ἀθρόος	ον		ος, ον D.19.228, Arist.PA675b21, etc.
ἄθροος	ον		
ἀθροότης	ἡ	ητος	ἀθρόος
ἄθρυπτος	ον		θρύπτω
ἀθρυψία	ἡ		
ἀθῡμ-ία	ἡ		
ἀθυμί-αστος	ον		
ἀθυμί-ᾱτος	ον		
ἄθῡμος	ον		
ἄθυρ-μα	τό		ἀθύρω
ἀθυρ-μάτιον	τό		
ἀθῠρο-γλωττία	ἡ		
ἀθῠρό-γλωττος	ον		
ἀθῠρο-νόμος	ον		
ἄθῠρος	ον		θύρα
ἀθῠρο-στομία	ἡ		
ἀθῠρό-στομος	ον		
ἄθυρσις	ἡ		
ἄθυρσος	ον		
ἀθύρωτος	ον		
ἄθυστος	ον		
ἄθῠτος	ον		
ἀθῷος	ον		θωά, Ion. θωιή
ἀθώπευτος	ον		
ἀθωράκιστος	ον		
ἀθώρηκτος	ον		
Ἄθως	ὁ	ω	
ἀθῴωσις	ἡ		
αἶα	ἡ		
αἴαγμα	τό		
αἰακίς	ἡ		
αἰᾱνής	ές		
Αἰάντειος	ον		
Αἰαντίδης	ὁ	ου	
Αἴᾱς	ὁ	αντος	
αἰαστής	ὁ	οῦ	
αἰβετός	ὁ		
Αἰγαῖος	ον		
Αἰγαίων	ὁ	ωνος	
αἰγᾰνέη	ἡ		
αἰγάριον	τό		
αἰγέα	ἡ	αἰγέη	
Αἰγεῖον	τό		
αἴγειος	ον		
αἰγείρινος	ον		
αἴγειρος	ἡ		
αἰγειροφόρος	ον		
αἰγειρών	ὁ	ῶνος	
αἰγελάτης	ὁ	ου	ἐλαύνω
αἴγεος	ον		
αἴγερος	ἡ		
αἰγιάλ-ειος	ον		
αἰγιαλ-εύς	ὁ	ῆος	
αἰγιαλ-ίτης	ὁ	ου	
αἰγιᾰλός	ὁ		
αἰγιαλοφύλαξ	ὁ		
αἰγιαλ-ώτης	ὁ		
αἰγιάς	ἡ	άδος	
αἰγι-βάτης	ὁ	ου	
αἰγί-βοσις	ἡ	εως	
αἰγι-βότης	ὁ	ου	
αἰγί-βοτος	ον		
αἰγίδιον	τό		
αἰγίθαλλος	ὁ		
αἴγιθος	ὁ		
αἰγί-κνημος	ον		
αἰγίλιψ	ὁ	ῐπος	
αἴγῐλος	ἡ		
αἰγιλώπιον	τό		
αἰγίλωψ	ὁ		
Αἴγῑν-α	ἡ	ης	
Αἰγῑν-αῖος	ον		
αἰγίνη	ἡ		
αἰγῐ-νομεύς	ὁ	έως	
αἰγῐ-νόμος	ον		νέμω
αἴγινος	ὁ		
αἰγίοθος	ὁ		
αἰγίοχος	ον		ϝέχω = veho
Αἰγί-πᾱν	ὁ	ᾱνος	
αἰγί-πλαγκτος	ον		
αἰγι-πόδης	ὁ	ου	
αἰγί-πους	ὁ	ποδος	
αἰγίπῠρος	ὁ		
αἰγίς	ἡ	ίδος	αἴξ, cf. νεβρίς
αἰγίσκος	ὁ		
αἴγλη	ἡ		
αἰγλήτης	ὁ	ου	
αἰγλο-φᾰνής	ές		
αἰγο-βάτης	ὁ	ου	
αἰγο-βόλος	ὁ		
αἰγο-βοσκός	ὁ	ου	
αἰγό-δορος	ον		δορά
αἰγο-θήλας	ὁ		
αἰγό-κερας	τό	ατος	
αἰγο-κερεύς	ὁ		
αἰγο-κεριανός	ὁ		
αἰγοκέφᾰλος	ὁ		
αἰγ-όλεθρος	ὁ		
αἰγο-μελής	ές		
αἰγό-μορον	τό		
αἰγο-νομεύς	ὁ		
αἰγο-νόμιον	τό		
αἰγο-νόμος	ον		
αἰγ-όνυξ	ὁ	υχος	
αἰγό-πλαστος	ον		
αἰγο-πόδης	ὁ	ου	
αἰγο-πρόσωπος	ον		
αἰγό-στασις	ἡ		
αἰγό-τριψ	ὁ	ιβος	τρίβω
αἰγο-φάγος	ον		
αἰγ-όφθαλμος	ὁ		
αἰγῠπιός	ὁ		
αἰγυπτάριον	τό		
Αἰγύπτειος	ον		
Αἰγυπτι-ασμός	ὁ		
Αἰγύπτιος	ον		
Αἰγυπτογενής	ές		
Αἴγυπτος	ὁ		
αἰγωλιός	ὁ		
αἰγών	ὁ	ῶνος	
αἰγῶνυξ	ὁ	ῠχος	ὄνυξ
αἰγωπόμματος	ον		
αἰδ-έσιμος	ον		
αἰδ-εσιμότης	ἡ		
αἴδ-εσις	ἡ		cf. αἰδέομαι II.2
ἀΐδηλος	ον		ἀ- priv., φιδεῖν
αἰδη-μοσύνη	ἡ		
αἰδήμων	ον		
Ἅιδης	ὁ	ου	
ἀϊδής	ές		ἀ- priv., Ϝιδεῖν
Ἀΐδης	ὁ		
αἰδήσιμος	ον		
ἀΐδιος	ον		
ἀϊδιότης	ἡ	ητος	
αἰδοιολείκτης	ὁ		
αἰδοῖον	τό		
αἰδοῖος	ον		αἰδώς
αἰδοσύνη	ἡ		
Ἁιδοφοίτης	ὁ	ου	
αἰδόφρων	ον		φρήν
ἀϊδρείη	ἡ		
ἀϊδροδίκης	ὁ	α	
ἀΐδρυτος	ον		
αἰδώ	ἡ		
Ἀϊδωνεύς	ὁ		έος AP7.480 (Leon.
αἰει-γενέτης	ὁ		
